Time;Label
73.073;User marker 1
119.645;BraCal: begin auto
145.888;ArmCuff: 120/80
176.210;ArmCuff: 112/73
190.518;BraCal: 116/76.5, Δ+13
337.267;FloCal: 100%
360.583;FlowCal: begin
408.736;FlowCal: end
410.795;FloCal: 102% (4.7 l/min)
