Time;Label
283.264;User marker 1
286.757;BraCal: begin auto
335.053;ArmCuff: 121/72
367.464;ArmCuff: 121/66
382.980;BraCal: 121/69, Δ+14
397.229;FlowCal: begin
431.410;FlowCal: end
432.564;FloCal: 76% (4.9 l/min)
